episode,total_reward,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
26,-2894.36138004,0.139879640854,-0.0511068861995,0.0,5.77714309312,0.1177200686,0.0,0.921733048944,-0.825162588605,-3.61255627395,28.6863003314,-5.55639823441,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
27,-2769.51280231,-0.0203075957897,0.484645827234,0.0,4.65473508634,1.16417628785,0.0,0.0714366817617,1.63411508716,-3.96910072544,28.659763227,-5.36891089616,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
28,-2358.49208011,-0.0898671794569,0.205170717725,0.0,0.54326095435,5.17122456348,0.0,-0.37964211271,1.22132040131,-3.52081390678,28.4434701402,20.1729065506,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
29,-3561.76493191,0.103721173761,-0.0729253613309,0.0,0.663019683035,5.16450106816,0.0,0.586448676493,-0.204795650039,-4.43311167067,28.650506202,28.5410512468,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
30,-3689.02753016,-0.0345220301609,-0.227320474354,0.0,1.82698266015,0.701917727038,0.0,1.0172364682,0.417151177669,-2.51948065377,28.6143361696,28.6717715008,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
31,-2304.23277896,0.118742063393,-0.102368833784,0.0,6.14528632787,0.187627286282,0.0,0.732697681798,-0.508925461351,-3.54836770883,5.5042713761,28.505305543,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
32,-1799.01869347,-0.130805956759,-0.000816659345153,0.0,0.0140304833461,2.33213344837,0.0,-0.554247644923,-0.000522235520578,-3.77015613386,0.0261050480785,28.4994915228,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
33,-2028.97065367,0.231502742024,-9.31862539294e-05,0.0,6.28026512611,5.12760973892,0.0,0.814417696942,0.000234740046078,-3.72830508164,-0.0149384477456,28.5056320197,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
34,-1639.74563832,0.134379983313,-2.26985482447e-05,0.0,6.28168917263,0.314180667431,0.0,0.69067275786,-0.000194998118773,-3.47405071938,-0.00760988563747,28.0122362763,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
35,-2079.08410128,0.232496570745,-5.75719697165e-05,0.0,6.28080379923,5.08488401887,0.0,0.784034597122,0.0002568357016,-4.08835220082,-0.0100958954431,28.4993291351,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
36,-2060.58454644,0.251512409143,-0.00015785328666,0.0,6.28036662986,2.94068427855,0.0,0.779110860129,-0.000801537513514,-3.7386120741,-0.0136832105089,28.4819862171,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
37,-1583.90351422,-0.0247223870016,-0.000288571087237,0.0,6.2808581495,5.63193757891,0.0,-0.0348432806264,-0.00133786874254,-3.67353587606,-0.0199111498408,28.0093491485,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
38,-1926.9119952,0.212182766751,0.00721554832385,0.0,4.36392579727,4.88098865825,0.0,0.700939237896,0.395077659636,-3.74458333472,-0.991168822587,28.504438768,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
39,-2891.76272968,0.278928247896,-0.0723406583471,0.0,4.61285149498,2.86434997166,0.0,0.769681299152,-0.903419450356,-4.13304387043,-27.5834726426,28.4733203408,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
40,-3069.98888757,-0.05890232261,-0.556584384756,0.0,2.4645055314,2.43559955561,0.0,-0.443478182403,-1.87131766071,-4.58248761839,-28.4657515569,28.4795121149,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
41,-3789.5599022,0.373963832122,-0.119255497373,0.0,6.20675795352,5.26609097646,0.0,1.66041602251,-1.01805992939,-4.34876959099,-28.7148341922,28.6845901025,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
42,-4502.68121337,0.359304930729,-0.371056804108,0.0,2.86778995499,0.393689057911,0.0,1.90838088664,-0.932347054694,-4.96907911943,-28.7871735809,28.7693773471,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
43,-4333.05012876,0.286972750015,0.121917738576,0.0,4.48177583948,0.106011022424,0.0,0.0507079253139,0.991128181094,-4.61855252702,-28.7610383813,26.5589939035,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
44,-3057.97936129,0.126709327331,-0.043340393227,0.0,2.57275617494,1.93177205005,0.0,-0.225759555178,-2.50962548769,-2.85714062981,-28.76928929,4.95597989854,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
45,-1457.21747397,-0.0673504363752,0.0959151911085,0.0,5.20174481306,0.077220132688,0.0,-0.564535526473,0.709811964229,-4.40771173972,-28.0143038755,0.125051425099,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
46,-2545.22295412,-0.124968365191,0.693182217699,0.0,0.399427529432,0.0512887766848,0.0,-0.636213326808,3.53607668128,-6.63491155531,-28.7879823096,0.000918467185735,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
47,-2194.18912555,-0.0966349982431,0.0627843456359,0.0,4.03395801638,0.0599188093792,0.0,-0.57781707863,-2.177809076,-1.89880654502,-28.6976417684,0.101123077312,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
48,-1816.56374392,-0.142343010147,-0.512371169794,0.0,3.47963720762,0.108663909559,0.0,-0.971809536144,-2.08955983323,-4.89975115656,-28.4996805152,0.144451580595,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
49,-1814.56877221,-0.183834221835,0.356039332681,0.0,5.30157649156,0.116932814885,0.0,-1.20292479227,-0.331019979539,-3.15318380403,-28.4641387583,0.0614720453988,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
50,-2500.85400748,-1.16699501209,0.816667195123,0.0,6.03017726041,0.38862808338,0.0,-5.48483596061,5.54262586848,-4.87013709785,-28.6584102411,0.156085330076,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
51,-1895.48202348,-3.94041718016,-0.157326298888,0.0,4.53960485133,1.5229101537,0.0,-12.6665032092,-0.289584798541,-4.01871049413,-5.33018183435,0.430912308685,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
52,1172.03761033,-1.44970013348,0.730609844383,10.2291271009,0.11418036905,0.234549442796,0.0,-3.01075290583,1.47461585847,13.2525312661,0.0799524624552,0.168089405354,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
53,-504.250260793,-0.0202414589048,-0.0632800574956,0.0,0.192849045853,2.95230267018,0.0,-0.353102864722,-0.733009196228,-6.09444365458,0.139842928428,-1.06659382175,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
54,-917.039286444,1.4815869051,0.0111183754084,0.0,0.180535236227,4.55667185241,0.0,8.17267334106,-0.00159498661047,-3.79914523022,0.124959046959,-0.945184973404,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
55,-738.365420006,0.43394164957,-0.0551351864042,0.0,0.138000361369,3.79906874515,0.0,3.88534920046,-0.47003301737,-6.45205902382,0.113370868086,-2.03299581223,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
56,-8709.44288956,16.267685938,2.3552981638,0.0,0.316402453131,3.69023242033,0.0,9.83524278408,1.15310753588,-9.56538051923,0.101818931303,-28.8235937653,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
57,-1120.60542176,0.255926841785,7.72165549309e-05,0.0,0.00650992052247,0.0547491664776,0.0,2.60422480238,0.011035662268,-1.85677009346,0.0132585571629,-4.30573473553,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
58,-544.424464696,0.0418569355344,-0.00141753977037,0.0,0.00613258780657,3.04746795201,0.0,0.278161148733,-0.0181448692336,-6.1954464378,0.0176521668666,-2.19821544168,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
59,153.409188047,-6.12967629183,0.276178569414,10.8037241207,0.031804872645,5.4596102778,0.0,-1.05742619897,0.502614205397,14.3931958122,0.0195276964858,-0.994737034865,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
60,1052.26736906,-5.78952590994,0.11102984748,10.2238665773,0.0190158369323,0.122798978577,0.0,-7.5347581672,0.228727812206,12.7521874315,0.0140203425092,-0.355018285394,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
61,977.58502864,-4.41618781571,1.25111920967,10.1248318493,0.363255781015,0.786546573603,0.0,-9.36648118711,2.99772899162,10.7486064362,0.255473985728,0.276610611681,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
62,1133.63838923,-5.02870818448,1.64984948017,10.5014703493,0.45690507584,0.664672482663,0.0,-10.0573000406,3.85370436579,10.4469141352,0.301536317201,0.0197586564367,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
63,-4390.29188211,-43.1361924559,2.60729442624,0.0,1.06657194549,2.60695371787,0.0,-22.36500049,-2.88298234867,-14.982711444,0.264750677925,0.572933458603,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
64,1147.71916527,-4.58097531056,0.0592424986544,10.4085647682,0.0347931658964,1.196042262,0.0,-11.6549840058,0.152938844594,9.09311809587,0.0376647892631,0.663336330245,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
65,1096.98291973,-4.60971766464,0.0663799955952,10.2803064651,0.040648845375,1.12175929098,0.0,-11.6955961084,0.178674227117,8.98552022401,0.0438432621538,0.272745690477,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
66,485.196193741,0.0133454482121,0.00324682366918,10.4219208667,0.000939631956727,6.27209714902,0.0,0.0538208149488,0.00869320790864,13.6116057375,0.000921047270788,-0.192906331352,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
67,597.461289662,0.115002971947,0.00280090988844,10.4231346505,0.000853739532809,0.00621297889999,0.0,0.27200020074,0.00765458608421,13.6109930303,0.000866129093015,0.0944205011693,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
68,1142.41370633,-1.45925177818,0.00436084412671,10.1473172797,0.00270424785261,0.78036990332,0.0,-5.62173689205,0.014848367497,12.3515557477,0.00378165936132,0.672469766285,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
69,1272.13593366,-1.09153700534,0.00155712464935,10.3531429845,0.000589284171312,0.336525958045,0.0,-2.98490161369,0.00456659943161,13.3241153042,0.000681424908222,0.294199827021,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
70,848.664561614,-2.44503872252,0.00176061677223,10.5833088011,0.00155838288277,1.02183421632,0.0,-8.24075056798,0.00627628218464,11.2583677453,0.00227941729174,0.726756337914,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
71,1123.43687834,-1.67530141322,0.00309616568753,10.0852127717,0.00171234382614,0.831744537757,0.0,-6.22961671611,0.00971672134572,12.0626403857,0.0022813025946,0.63845764639,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
72,1101.3464214,-1.81876009548,0.00306826365595,10.0081639255,0.00165432382399,0.887302120872,0.0,-6.72892597721,0.00932462608882,11.7661044667,0.00217150590059,0.640324257063,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
73,980.173624023,-1.70305042335,0.0010881004401,10.2255000209,0.00037913829236,0.51808845378,0.0,-4.64542143863,0.00297578180786,12.8988261428,0.000425908325371,0.475699523246,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
74,-2347.05869454,2.55398609722,-8.38211154311e-05,0.0,0.000179534004439,0.360195170422,0.0,7.28614566045,-0.000187776008253,-7.13522556047,0.000819097285188,23.4861336564,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
75,317.650839251,0.126289526537,0.000488902303814,10.4174283565,0.000107586599493,6.2399130361,0.0,0.364381651521,0.00115768143243,13.6055698477,8.26769076586e-05,-0.037332951027,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
76,926.817071783,-6.15371842263,0.0287685025977,10.1290833593,0.0194641392568,1.35974645694,0.0,-13.906848053,0.0648657471506,6.93064814191,0.0199966282164,0.56565092574,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
77,318.901061451,0.119973571927,0.0013261546983,10.4188482298,0.000324505449957,6.2575147933,0.0,0.313702248575,0.00327117018687,13.5989037749,0.000298784334336,0.00180045939654,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
78,-3279.02654498,-33.1415298139,-0.00990667984984,0.0,0.039696705663,2.23576088589,0.0,-20.1260481978,-0.0166465221052,-12.6417411599,0.0174412717364,0.312229102791,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
79,805.467184426,-6.71599461732,0.00388552603956,10.4337029227,0.00199006355855,1.27766918125,0.0,-13.6126527595,0.00857734575355,7.97572772744,0.00201092969489,0.705093549204,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
80,371.379826591,0.101287215241,0.00304408477142,10.3913102208,0.00283388383327,2.91845941253,0.0,0.0524454711658,0.00712833112129,12.7556026782,0.0152883199239,10.9335189771,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
81,-1727.4284739,-7.43195513237,-0.0918948249626,0.0,0.0528239169523,2.50612356969,0.0,-13.8981148208,-0.282739897228,-11.5831591774,0.0486013472123,0.629404646254,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
82,-1414.20770816,0.994735118808,-0.480847953668,0.0,0.211092364515,3.82850064609,0.0,4.99679416382,-1.76832853522,-10.9696594797,0.148696686629,0.54430288075,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
83,-2286.85790507,-15.5808354586,-0.120252458421,0.0,0.119897760011,2.51084450744,0.0,-18.6259111879,-0.390091754831,-11.0129523262,0.073057284566,0.990780426879,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
84,-1467.54959403,-2.73472317094,-0.436298176019,0.0,0.18051844725,2.86628477564,0.0,-6.99089114554,-1.56445243967,-12.1101065542,0.133445033845,0.622098594518,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
85,-1412.04587526,-0.634699136236,-0.497559179912,0.0,0.202735985043,3.39173713355,0.0,-0.469874011237,-1.91106719677,-12.2584193668,0.148150422009,0.483683264986,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
86,-10822.7526156,11.2795637661,4.54563482058,0.0,0.862339950605,4.34794218995,0.0,5.55821009984,1.7694808224,-10.3059569242,0.20470083914,28.8740453425,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
87,-3504.74900284,-37.6484483737,0.477578648177,0.0,0.142297581018,1.94527352836,0.0,-20.6448357098,0.220383095895,-11.4744442602,0.0516899578828,0.217841403732,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
88,354.787360828,0.124357195873,0.0201523306454,10.4273960709,0.00512913763954,6.24323451218,0.0,0.338589662749,0.0510285516546,13.6175605768,0.00469287701903,-0.0823594926128,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
89,-3991.99794521,-41.7359464963,1.03535887676,0.0,0.248845182112,2.37590587906,0.0,-20.655037853,0.335918949133,-12.9853859641,0.0793860670085,0.498479756187,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
90,-1788.03050857,-8.79497245882,-0.658655755865,0.0,0.354414209562,2.30444335397,0.0,-15.6739444664,-1.71684585355,-9.84710107557,0.188038406001,0.622869231652,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
91,-1792.79244973,-6.40573077628,-1.16425279042,0.0,0.482182463708,2.43250785346,0.0,-13.3774293245,-3.20656841163,-10.1980363858,0.221150376914,0.608477545071,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
92,-2004.43114412,-12.2101397079,-0.453656087213,0.0,0.342814319027,2.30732162342,0.0,-17.6407600375,-1.22193611404,-9.75642151433,0.169760468869,0.720744968055,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
93,-2591.80159971,-21.6585845809,0.10329140957,0.0,0.300829425813,2.25088404112,0.0,-20.1429003707,-0.28120525963,-10.0030742204,0.132644351925,0.674862599837,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
94,277.399459678,0.136452929325,0.0054494004733,10.4171937962,0.00124348959374,6.2251359532,0.0,0.424032600786,0.0130888163439,13.6013000378,0.00109033599372,-0.0856885870843,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
95,-1939.71490485,-9.8918476275,-0.778110707063,0.0,0.428531343946,2.21090784869,0.0,-16.4744714535,-1.87163637807,-9.57612293711,0.200709357961,0.479104642457,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
96,-3400.16178762,-34.59735804,0.267434571663,0.0,0.1786800347,2.43649385787,0.0,-20.8142586773,-0.0561483473404,-12.5425203727,0.0695191197564,0.490853129144,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
97,-2295.49499237,-15.7215319912,-0.609874260255,0.0,0.735281391972,2.08111492657,0.0,-19.1311008383,-1.62057745288,-9.12659071466,0.25557292482,0.337228156089,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
98,-2441.73905698,1.41824031494,-0.479115684791,0.0,0.126842166243,4.49917838361,0.0,9.04019789958,-0.993443536749,-14.0148702187,0.0779472170763,1.14711727685,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
99,-2501.64384442,-18.125418193,-0.262685668883,0.0,0.771220322692,2.03237119415,0.0,-19.7746629071,-1.08455246092,-9.2276222857,0.256200649888,0.468640472883,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
100,-4133.49968589,-46.3434070794,0.0280554826475,0.0,0.00825010263817,2.38694553348,0.0,-20.4525232973,0.0139137734433,-13.147301255,0.00279037532599,0.41302118486,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
101,-2068.53211819,-12.1367683276,-1.31864758531,0.0,0.788072016901,2.11630542369,0.0,-17.7525554745,-2.83644011672,-9.0129163523,0.277915064306,0.286640872446,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
102,-1930.2880517,-11.0732591666,-0.905192459685,0.0,0.545344966249,2.15071219903,0.0,-17.1641442694,-2.14389552246,-9.33820283025,0.229202857054,0.236661380897,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
103,-2040.62630773,-12.1762877899,-1.08185990655,0.0,0.721008754186,2.24643065142,0.0,-17.7672374129,-2.61525408346,-9.10160195591,0.265816061317,0.680317080769,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
104,-2187.73177265,-13.3578367883,-0.898750235056,0.0,0.616613943676,2.20827661725,0.0,-18.1349673657,-2.09041563576,-9.62658619975,0.235333317872,0.512662507332,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
105,-1973.01255001,-10.9691080048,-1.42890214011,0.0,0.767218861973,2.16916940554,0.0,-17.1076985044,-3.21120015806,-9.0959279833,0.278922845597,0.230749357788,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
106,-2010.1942271,-11.0061037801,-1.17888293352,0.0,0.628671496982,2.24041418054,0.0,-17.0297924332,-2.72332701882,-9.58797365853,0.246882872984,0.421448986864,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
107,-2008.91208272,-11.0563579058,-0.934161568159,0.0,0.51800108704,2.30191781172,0.0,-16.9970279783,-2.26397702316,-9.87152300766,0.220693830018,0.460218910864,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
108,-2574.04617579,-15.5517784718,-2.31366306736,0.0,1.37282624164,2.08852159197,0.0,-19.2392982354,-4.40395827222,-8.36082795255,0.309896715641,-0.0623841000632,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
109,-2070.67731469,-13.4879976423,-0.552281108875,0.0,0.482552316056,2.1837377544,0.0,-18.2798473234,-1.4203047983,-9.26280839996,0.201450592996,0.549251696121,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
110,-2212.85230627,-13.3308670821,-0.984018132104,0.0,0.675196882652,2.11435416749,0.0,-18.1769394707,-2.17239434394,-9.42430935736,0.254395508119,0.183967312697,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
111,-1918.30184039,-8.73175031883,-1.25052630843,0.0,0.597470443179,2.38052469,0.0,-15.5178358048,-3.22822979133,-9.69909759375,0.25267398732,0.725850286829,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
112,-1980.42351843,-9.77779496591,-1.41092656746,0.0,0.647492110191,2.30678455418,0.0,-16.1730762472,-3.30057090666,-9.90929321691,0.260708319835,0.52338085543,0.0,480.6277515552592,479.12876931743233,478.6232843989871,478.4127873974393
